127.0.0.1 - - [11/Mar/2017:09:42:38 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:44 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:39:44 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:07 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489207207028 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:18 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E8%B6%8A%E5%8D%97&datetime=1489207218406 HTTP/1.1" 200 4
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:19 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489207219734 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:21 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B1%9F%E8%8B%8F%E7%9C%81&datetime=1489207221038 HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:28 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=3&hy=%E7%BE%8E%E5%AE%B9&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B1%9F%E8%8B%8F%E7%9C%81&city=%E8%8B%8F%E5%B7%9E%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:34 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:34 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:37 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:37 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:37 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14373
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:38 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:38 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:38 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:38 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:38 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:46 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:46 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:40:52 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489207252390 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:41:06 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489207266071 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:41:07 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B2%B3%E5%8C%97%E7%9C%81&datetime=1489207267094 HTTP/1.1" 200 115
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:41:11 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809674&company=3&hy=%E7%BE%8E%E5%AE%B9&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B2%B3%E5%8C%97%E7%9C%81&city=%E7%9F%B3%E5%AE%B6%E5%BA%84%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:41:11 +0800] "GET /tlweb/Login.jsp HTTP/1.1" 200 1492
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:41:11 +0800] "GET /tlweb/Css/Login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:44:30 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:44:30 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:44:30 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14469
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:44:30 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:44:34 +0800] "GET /tlweb/AjaxJs/CheckUser.jsp?user=13929009607&datetime=1489207474103 HTTP/1.1" 200 6
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:44:45 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489207485950 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:44:47 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B2%B3%E5%8C%97%E7%9C%81&datetime=1489207487711 HTTP/1.1" 200 115
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:16 +0800] "GET /tlweb/AjaxJs/RegisterUser.jsp?user=13929009607&passw=325809&company=%E7%94%B0%E4%B8%BD%E5%A8%9C&hy=%E7%BE%8E%E5%AE%B9&contact=3&zw=%E4%BC%81%E4%B8%9A%E6%89%80%E6%9C%89%E4%BA%BA&country=%E4%B8%AD%E5%9B%BD&province=%E6%B2%B3%E5%8C%97%E7%9C%81&city=%E7%9F%B3%E5%AE%B6%E5%BA%84%E5%B8%82&address=3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /tlweb/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /tlweb/Css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /tlweb/pic/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /tlweb/pic/Login.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /tlweb/pic/2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /tlweb/pic/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:27 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:29 +0800] "GET /tlweb/pic/indexs.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:29 +0800] "GET /tlweb/pic/indexbg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:32 +0800] "GET /tlweb/pic/3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:34 +0800] "GET /tlweb/pic/4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /tlweb/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /tlweb/Css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /tlweb/pic/Login.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /tlweb/pic/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /tlweb/pic/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /tlweb/pic/2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:46 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /tlweb/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /tlweb/Css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /tlweb/pic/Login.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /tlweb/pic/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /tlweb/pic/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /tlweb/pic/2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:45:56 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /tlweb/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /tlweb/Css/index.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /tlweb/pic/Login.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /tlweb/pic/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /tlweb/pic/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /tlweb/pic/2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:46:10 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:48:21 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:48:21 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:49:12 +0800] "GET /tlweb/Css/pic/indexs.png HTTP/1.1" 404 999
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:49:12 +0800] "GET /tlweb/Css/pic/indexbg.png HTTP/1.1" 404 1001
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:59:54 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:59:54 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:59:54 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:59:54 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:12:59:54 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:14:04:36 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:14:04:36 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:14:04:36 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:14:04:42 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:14:04:42 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 541
0:0:0:0:0:0:0:1 - - [11/Mar/2017:14:04:42 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14469
0:0:0:0:0:0:0:1 - - [11/Mar/2017:14:04:42 +0800] "GET /favicon.ico HTTP/1.1" 404 973
127.0.0.1 - - [11/Mar/2017:15:24:33 +0800] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:24:34 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:24:34 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:24:34 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:24:41 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:24:41 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:24:41 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:24:41 +0800] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:24:52 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:25:42 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489217142276 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:25:43 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E9%BB%91%E9%BE%99%E6%B1%9F%E7%9C%81&datetime=1489217143772 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:25:50 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489217150579 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:25:51 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489217151516 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:26:00 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489217160036 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:27:10 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489217230284 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:27:11 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E7%A6%8F%E5%BB%BA%E7%9C%81&datetime=1489217231388 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:27:12 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B2%B3%E5%8D%97%E7%9C%81&datetime=1489217232781 HTTP/1.1" 200 141
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:27:22 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489217242516 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:27:25 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489217245204 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:28:01 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:28:01 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:28:01 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:28:09 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489217289933 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:28:14 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489217294245 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:29:25 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489217365180 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:29:28 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489217368012 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:29:40 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489217380101 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:29:44 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489217384524 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:30:00 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489217400517 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:30:03 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489217403437 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:43:57 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489218237495 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:43:58 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%B5%99%E6%B1%9F%E7%9C%81&datetime=1489218238389 HTTP/1.1" 200 102
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:51:26 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489218686055 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:51:29 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489218689303 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:53:35 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489218815902 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:53:37 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E5%90%89%E6%9E%97%E7%9C%81&datetime=1489218817262 HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:53:39 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489218819478 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:55:07 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:55:07 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:55:07 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 200 14473
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:55:37 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489218937070 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:55:39 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489218939783 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:56:00 +0800] "GET /tlweb/agreement/UserAgreement.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:56:27 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489218987366 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:56:30 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489218990182 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:56:50 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489219010591 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:56:53 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489219013150 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:57:30 +0800] "GET /tlweb/AjaxJs/GetProvince.jsp?country=%E4%B8%AD%E5%9B%BD&datetime=1489219050327 HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:57:32 +0800] "GET /tlweb/AjaxJs/GetCity.jsp?province=%E6%96%B0%E7%96%86%E7%BB%B4%E5%90%BE%E5%B0%94%E8%87%AA%E6%B2%BB%E5%8C%BA&datetime=1489219052759 HTTP/1.1" 200 125
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:34 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:34 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:37 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:37 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 552
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:37 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:41 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:41 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:41 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:45 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:45 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:45 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:59 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:59 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:58:59 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:59:30 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:59:30 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 557
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:59:30 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:59:31 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:59:31 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:15:59:31 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:00:33 +0800] "GET /tlweb/Register.jsp HTTP/1.1" 200 6678
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:00:33 +0800] "GET /tlweb/Css/Register.css HTTP/1.1" 200 556
0:0:0:0:0:0:0:1 - - [11/Mar/2017:16:00:33 +0800] "GET /tlweb/Js/Register.js HTTP/1.1" 304 -
